Sr. No.,Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,,Category,Score
8784,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,dislike,15-10-2020 17:58,negative,10,audio,healthy eating,,,
8785,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,28-03-2021 16:38,negative,12,audio,healthy eating,,,
8786,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,hate,31-01-2021 02:23,negative,5,audio,healthy eating,,,
8787,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,peeking,01-01-2021 23:39,neutral,35,audio,healthy eating,,,
8788,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,dislike,18-05-2021 16:47,negative,10,audio,healthy eating,,,
8789,ad5ddd13-b8ea-4174-ad71-da1663c7f959,cherish,21-08-2020 00:43,positive,70,video,Technology,,,
8790,ad5ddd13-b8ea-4174-ad71-da1663c7f959,super love,23-03-2021 07:54,positive,75,video,Technology,,,
8791,ad5ddd13-b8ea-4174-ad71-da1663c7f959,adore,22-07-2020 16:31,positive,72,video,Technology,,,
8792,447954af-c2c0-4546-881c-3ba1cb104209,disgust,27-04-2021 18:36,negative,0,audio,tennis,,,
8793,447954af-c2c0-4546-881c-3ba1cb104209,cherish,18-05-2021 16:05,positive,70,audio,tennis,,,
8794,447954af-c2c0-4546-881c-3ba1cb104209,hate,17-02-2021 23:10,negative,5,audio,tennis,,,
8795,447954af-c2c0-4546-881c-3ba1cb104209,heart,01-12-2020 13:43,positive,60,audio,tennis,,,
8796,447954af-c2c0-4546-881c-3ba1cb104209,peeking,24-12-2020 05:40,neutral,35,audio,tennis,,,
8797,447954af-c2c0-4546-881c-3ba1cb104209,like,03-02-2021 14:17,positive,50,audio,tennis,,,
8798,447954af-c2c0-4546-881c-3ba1cb104209,heart,09-11-2020 18:42,positive,60,audio,tennis,,,
8799,447954af-c2c0-4546-881c-3ba1cb104209,love,14-06-2021 22:04,positive,65,audio,tennis,,,
8800,447954af-c2c0-4546-881c-3ba1cb104209,adore,30-06-2020 06:34,positive,72,audio,tennis,,,
8801,447954af-c2c0-4546-881c-3ba1cb104209,cherish,01-02-2021 05:47,positive,70,audio,tennis,,,
8802,447954af-c2c0-4546-881c-3ba1cb104209,intrigued,28-10-2020 01:56,positive,45,audio,tennis,,,
8803,447954af-c2c0-4546-881c-3ba1cb104209,disgust,30-12-2020 21:32,negative,0,audio,tennis,,,
8804,447954af-c2c0-4546-881c-3ba1cb104209,hate,01-08-2020 02:59,negative,5,audio,tennis,,,
8805,447954af-c2c0-4546-881c-3ba1cb104209,cherish,18-11-2020 03:01,positive,70,audio,tennis,,,
8806,447954af-c2c0-4546-881c-3ba1cb104209,interested,25-05-2021 21:56,positive,30,audio,tennis,,,
8807,447954af-c2c0-4546-881c-3ba1cb104209,scared,11-10-2020 11:51,negative,15,audio,tennis,,,
8808,447954af-c2c0-4546-881c-3ba1cb104209,worried,07-10-2020 21:04,negative,12,audio,tennis,,,
8809,447954af-c2c0-4546-881c-3ba1cb104209,disgust,26-12-2020 10:57,negative,0,audio,tennis,,,
8810,447954af-c2c0-4546-881c-3ba1cb104209,interested,12-03-2021 19:11,positive,30,audio,tennis,,,
8811,447954af-c2c0-4546-881c-3ba1cb104209,intrigued,07-05-2021 15:17,positive,45,audio,tennis,,,
8812,447954af-c2c0-4546-881c-3ba1cb104209,worried,28-01-2021 09:11,negative,12,audio,tennis,,,
8813,447954af-c2c0-4546-881c-3ba1cb104209,intrigued,06-11-2020 17:17,positive,45,audio,tennis,,,
8814,447954af-c2c0-4546-881c-3ba1cb104209,scared,12-02-2021 21:14,negative,15,audio,tennis,,,
8815,447954af-c2c0-4546-881c-3ba1cb104209,love,07-04-2021 03:16,positive,65,audio,tennis,,,
8816,447954af-c2c0-4546-881c-3ba1cb104209,scared,15-07-2020 13:19,negative,15,audio,tennis,,,
8817,447954af-c2c0-4546-881c-3ba1cb104209,super love,27-09-2020 18:22,positive,75,audio,tennis,,,
8818,447954af-c2c0-4546-881c-3ba1cb104209,like,16-10-2020 01:38,positive,50,audio,tennis,,,
8819,447954af-c2c0-4546-881c-3ba1cb104209,cherish,04-02-2021 11:44,positive,70,audio,tennis,,,
8820,447954af-c2c0-4546-881c-3ba1cb104209,interested,07-04-2021 12:56,positive,30,audio,tennis,,,
8821,447954af-c2c0-4546-881c-3ba1cb104209,disgust,04-07-2020 16:15,negative,0,audio,tennis,,,
8822,447954af-c2c0-4546-881c-3ba1cb104209,love,24-07-2020 10:52,positive,65,audio,tennis,,,
8823,447954af-c2c0-4546-881c-3ba1cb104209,want,08-04-2021 10:27,positive,70,audio,tennis,,,
8824,a8d3e5b8-7838-477c-82ce-4c90029e56ce,interested,03-04-2021 06:36,positive,30,photo,public speaking,,,
8825,a8d3e5b8-7838-477c-82ce-4c90029e56ce,interested,27-09-2020 15:54,positive,30,photo,public speaking,,,
8826,a8d3e5b8-7838-477c-82ce-4c90029e56ce,interested,26-12-2020 13:31,positive,30,photo,public speaking,,,
8827,a8d3e5b8-7838-477c-82ce-4c90029e56ce,worried,26-03-2021 19:06,negative,12,photo,public speaking,,,
8828,a8d3e5b8-7838-477c-82ce-4c90029e56ce,disgust,30-11-2020 15:46,negative,0,photo,public speaking,,,
8829,a8d3e5b8-7838-477c-82ce-4c90029e56ce,adore,20-12-2020 22:44,positive,72,photo,public speaking,,,
8830,a8d3e5b8-7838-477c-82ce-4c90029e56ce,want,12-06-2021 01:28,positive,70,photo,public speaking,,,
8831,a8d3e5b8-7838-477c-82ce-4c90029e56ce,like,05-01-2021 20:29,positive,50,photo,public speaking,,,
8832,a8d3e5b8-7838-477c-82ce-4c90029e56ce,hate,21-06-2020 17:20,negative,5,photo,public speaking,,,
8833,a8d3e5b8-7838-477c-82ce-4c90029e56ce,peeking,22-03-2021 03:13,neutral,35,photo,public speaking,,,
8834,a8d3e5b8-7838-477c-82ce-4c90029e56ce,adore,29-11-2020 03:36,positive,72,photo,public speaking,,,
8835,a8d3e5b8-7838-477c-82ce-4c90029e56ce,super love,28-01-2021 22:03,positive,75,photo,public speaking,,,
8836,a8d3e5b8-7838-477c-82ce-4c90029e56ce,love,23-12-2020 14:59,positive,65,photo,public speaking,,,
8837,a8d3e5b8-7838-477c-82ce-4c90029e56ce,scared,28-11-2020 23:06,negative,15,photo,public speaking,,,
8838,a8d3e5b8-7838-477c-82ce-4c90029e56ce,hate,30-05-2021 03:50,negative,5,photo,public speaking,,,
8839,a8d3e5b8-7838-477c-82ce-4c90029e56ce,super love,25-09-2020 20:29,positive,75,photo,public speaking,,,
8840,a8d3e5b8-7838-477c-82ce-4c90029e56ce,indifferent,07-09-2020 03:11,neutral,20,photo,public speaking,,,
8841,a8d3e5b8-7838-477c-82ce-4c90029e56ce,scared,31-10-2020 06:55,negative,15,photo,public speaking,,,
8842,a8d3e5b8-7838-477c-82ce-4c90029e56ce,super love,02-05-2021 05:27,positive,75,photo,public speaking,,,
8843,a8d3e5b8-7838-477c-82ce-4c90029e56ce,dislike,17-06-2021 14:40,negative,10,photo,public speaking,,,
8844,a8d3e5b8-7838-477c-82ce-4c90029e56ce,disgust,26-06-2020 18:14,negative,0,photo,public speaking,,,
8845,a8d3e5b8-7838-477c-82ce-4c90029e56ce,want,04-12-2020 16:00,positive,70,photo,public speaking,,,
8846,a8d3e5b8-7838-477c-82ce-4c90029e56ce,love,17-04-2021 03:25,positive,65,photo,public speaking,,,
8847,a8d3e5b8-7838-477c-82ce-4c90029e56ce,like,15-06-2021 21:03,positive,50,photo,public speaking,,,
8848,a8d3e5b8-7838-477c-82ce-4c90029e56ce,want,12-08-2020 23:58,positive,70,photo,public speaking,,,
8849,a8d3e5b8-7838-477c-82ce-4c90029e56ce,hate,31-07-2020 10:56,negative,5,photo,public speaking,,,
8850,a8d3e5b8-7838-477c-82ce-4c90029e56ce,heart,15-08-2020 07:58,positive,60,photo,public speaking,,,
8851,a8d3e5b8-7838-477c-82ce-4c90029e56ce,cherish,24-10-2020 06:26,positive,70,photo,public speaking,,,
8852,a8d3e5b8-7838-477c-82ce-4c90029e56ce,cherish,22-09-2020 23:02,positive,70,photo,public speaking,,,
8853,a8d3e5b8-7838-477c-82ce-4c90029e56ce,like,17-10-2020 00:40,positive,50,photo,public speaking,,,
8854,a8d3e5b8-7838-477c-82ce-4c90029e56ce,indifferent,12-12-2020 21:41,neutral,20,photo,public speaking,,,
8855,a8d3e5b8-7838-477c-82ce-4c90029e56ce,love,09-04-2021 16:01,positive,65,photo,public speaking,,,
8856,a8d3e5b8-7838-477c-82ce-4c90029e56ce,like,18-12-2020 00:12,positive,50,photo,public speaking,,,
8857,a8d3e5b8-7838-477c-82ce-4c90029e56ce,hate,20-10-2020 05:23,negative,5,photo,public speaking,,,
8858,a8d3e5b8-7838-477c-82ce-4c90029e56ce,heart,05-02-2021 21:45,positive,60,photo,public speaking,,,
8859,a8d3e5b8-7838-477c-82ce-4c90029e56ce,interested,07-03-2021 05:57,positive,30,photo,public speaking,,,
8860,a8d3e5b8-7838-477c-82ce-4c90029e56ce,want,25-03-2021 05:31,positive,70,photo,public speaking,,,
8861,a8d3e5b8-7838-477c-82ce-4c90029e56ce,dislike,06-01-2021 00:56,negative,10,photo,public speaking,,,
8862,a8d3e5b8-7838-477c-82ce-4c90029e56ce,super love,02-01-2021 02:27,positive,75,photo,public speaking,,,
8863,a8d3e5b8-7838-477c-82ce-4c90029e56ce,dislike,16-12-2020 11:04,negative,10,photo,public speaking,,,
8864,a8d3e5b8-7838-477c-82ce-4c90029e56ce,interested,06-03-2021 16:14,positive,30,photo,public speaking,,,
8865,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,peeking,18-11-2020 19:58,neutral,35,video,dogs,,,
8866,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,super love,17-10-2020 21:53,positive,75,video,dogs,,,
8867,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,heart,18-06-2020 12:18,positive,60,video,dogs,,,
8868,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,adore,10-05-2021 20:04,positive,72,video,dogs,,,
8869,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,dislike,19-11-2020 13:38,negative,10,video,dogs,,,
8870,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,adore,15-01-2021 16:38,positive,72,video,dogs,,,
8871,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,disgust,09-02-2021 03:19,negative,0,video,dogs,,,
8872,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,super love,25-08-2020 13:10,positive,75,video,dogs,,,
8873,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,intrigued,17-08-2020 12:11,positive,45,video,dogs,,,
8874,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,like,09-07-2020 08:00,positive,50,video,dogs,,,
8875,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,disgust,20-04-2021 15:17,negative,0,video,dogs,,,
8876,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,indifferent,26-10-2020 19:37,neutral,20,video,dogs,,,
8877,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,heart,22-02-2021 04:44,positive,60,video,dogs,,,
8878,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,interested,14-05-2021 07:04,positive,30,video,dogs,,,
8879,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,interested,28-09-2020 10:15,positive,30,video,dogs,,,
8880,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,interested,20-05-2021 16:22,positive,30,video,dogs,,,
8881,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,dislike,23-06-2020 01:56,negative,10,video,dogs,,,
8882,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,cherish,30-11-2020 23:54,positive,70,video,dogs,,,
8883,a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615,disgust,06-05-2021 21:03,negative,0,video,dogs,,,
8884,3b436c19-72fe-429a-80dd-88d24ef549d1,hate,08-02-2021 21:53,negative,5,video,soccer,,,
8885,3b436c19-72fe-429a-80dd-88d24ef549d1,peeking,03-12-2020 15:17,neutral,35,video,soccer,,,
8886,3b436c19-72fe-429a-80dd-88d24ef549d1,cherish,28-10-2020 20:37,positive,70,video,soccer,,,
8887,3b436c19-72fe-429a-80dd-88d24ef549d1,like,19-04-2021 09:43,positive,50,video,soccer,,,
8888,3b436c19-72fe-429a-80dd-88d24ef549d1,like,02-06-2021 16:31,positive,50,video,soccer,,,
8889,3b436c19-72fe-429a-80dd-88d24ef549d1,worried,05-02-2021 04:35,negative,12,video,soccer,,,
8890,3b436c19-72fe-429a-80dd-88d24ef549d1,heart,18-12-2020 20:42,positive,60,video,soccer,,,
8891,3b436c19-72fe-429a-80dd-88d24ef549d1,disgust,03-08-2020 17:25,negative,0,video,soccer,,,
8892,3b436c19-72fe-429a-80dd-88d24ef549d1,want,15-08-2020 01:54,positive,70,video,soccer,,,
8893,3b436c19-72fe-429a-80dd-88d24ef549d1,like,06-01-2021 18:51,positive,50,video,soccer,,,
8894,3b436c19-72fe-429a-80dd-88d24ef549d1,worried,14-01-2021 06:13,negative,12,video,soccer,,,
8895,0c042b6c-725e-4591-a666-cf32c5ec7cc8,peeking,09-04-2021 15:50,neutral,35,audio,public speaking,,,
8896,0c042b6c-725e-4591-a666-cf32c5ec7cc8,peeking,27-03-2021 22:43,neutral,35,audio,public speaking,,,
8897,0c042b6c-725e-4591-a666-cf32c5ec7cc8,peeking,29-05-2021 03:16,neutral,35,audio,public speaking,,,
8898,0c042b6c-725e-4591-a666-cf32c5ec7cc8,love,11-11-2020 10:54,positive,65,audio,public speaking,,,
8899,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,17-03-2021 08:51,negative,12,audio,public speaking,,,
8900,0c042b6c-725e-4591-a666-cf32c5ec7cc8,like,14-04-2021 12:18,positive,50,audio,public speaking,,,
8901,0c042b6c-725e-4591-a666-cf32c5ec7cc8,scared,31-07-2020 07:59,negative,15,audio,public speaking,,,
8902,0c042b6c-725e-4591-a666-cf32c5ec7cc8,intrigued,13-05-2021 07:54,positive,45,audio,public speaking,,,
8903,0c042b6c-725e-4591-a666-cf32c5ec7cc8,like,26-03-2021 08:31,positive,50,audio,public speaking,,,
8904,0c042b6c-725e-4591-a666-cf32c5ec7cc8,intrigued,15-08-2020 03:52,positive,45,audio,public speaking,,,
8905,0c042b6c-725e-4591-a666-cf32c5ec7cc8,intrigued,20-01-2021 19:10,positive,45,audio,public speaking,,,
8906,0c042b6c-725e-4591-a666-cf32c5ec7cc8,interested,08-11-2020 01:45,positive,30,audio,public speaking,,,
8907,0c042b6c-725e-4591-a666-cf32c5ec7cc8,peeking,04-03-2021 04:00,neutral,35,audio,public speaking,,,
8908,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,26-06-2020 23:02,negative,12,audio,public speaking,,,
8909,0c042b6c-725e-4591-a666-cf32c5ec7cc8,peeking,14-08-2020 09:36,neutral,35,audio,public speaking,,,
8910,0c042b6c-725e-4591-a666-cf32c5ec7cc8,dislike,01-03-2021 20:07,negative,10,audio,public speaking,,,
8911,dfdf6d34-e60b-4d21-9973-4bf07769be78,peeking,15-07-2020 11:20,neutral,35,photo,public speaking,,,
8912,dfdf6d34-e60b-4d21-9973-4bf07769be78,scared,03-01-2021 14:38,negative,15,photo,public speaking,,,
8913,dfdf6d34-e60b-4d21-9973-4bf07769be78,heart,01-11-2020 08:39,positive,60,photo,public speaking,,,
8914,dfdf6d34-e60b-4d21-9973-4bf07769be78,like,01-09-2020 06:59,positive,50,photo,public speaking,,,
8915,dfdf6d34-e60b-4d21-9973-4bf07769be78,disgust,20-08-2020 03:05,negative,0,photo,public speaking,,,
8916,dfdf6d34-e60b-4d21-9973-4bf07769be78,heart,27-05-2021 06:18,positive,60,photo,public speaking,,,
8917,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,02-06-2021 13:23,positive,30,photo,public speaking,,,
8918,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,11-05-2021 11:14,positive,30,photo,public speaking,,,
8919,dfdf6d34-e60b-4d21-9973-4bf07769be78,super love,13-04-2021 05:00,positive,75,photo,public speaking,,,
8920,dfdf6d34-e60b-4d21-9973-4bf07769be78,intrigued,25-05-2021 10:00,positive,45,photo,public speaking,,,
8921,dfdf6d34-e60b-4d21-9973-4bf07769be78,dislike,24-05-2021 10:07,negative,10,photo,public speaking,,,
8922,dfdf6d34-e60b-4d21-9973-4bf07769be78,adore,21-08-2020 11:48,positive,72,photo,public speaking,,,
8923,dfdf6d34-e60b-4d21-9973-4bf07769be78,cherish,25-04-2021 11:58,positive,70,photo,public speaking,,,
8924,dfdf6d34-e60b-4d21-9973-4bf07769be78,peeking,17-01-2021 02:19,neutral,35,photo,public speaking,,,
8925,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,01-01-2021 07:43,positive,30,photo,public speaking,,,
8926,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,05-07-2020 22:49,positive,65,photo,public speaking,,,
8927,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,07-09-2020 08:07,positive,65,photo,public speaking,,,
8928,dfdf6d34-e60b-4d21-9973-4bf07769be78,worried,22-02-2021 14:11,negative,12,photo,public speaking,,,
8929,dfdf6d34-e60b-4d21-9973-4bf07769be78,dislike,21-11-2020 07:50,negative,10,photo,public speaking,,,
8930,dfdf6d34-e60b-4d21-9973-4bf07769be78,indifferent,10-01-2021 20:11,neutral,20,photo,public speaking,,,
8931,dfdf6d34-e60b-4d21-9973-4bf07769be78,like,05-12-2020 19:20,positive,50,photo,public speaking,,,
8932,dfdf6d34-e60b-4d21-9973-4bf07769be78,indifferent,28-05-2021 17:36,neutral,20,photo,public speaking,,,
8933,dfdf6d34-e60b-4d21-9973-4bf07769be78,like,15-05-2021 08:26,positive,50,photo,public speaking,,,
8934,dfdf6d34-e60b-4d21-9973-4bf07769be78,heart,12-01-2021 03:32,positive,60,photo,public speaking,,,
8935,dfdf6d34-e60b-4d21-9973-4bf07769be78,interested,16-11-2020 12:31,positive,30,photo,public speaking,,,
8936,dfdf6d34-e60b-4d21-9973-4bf07769be78,want,21-10-2020 05:21,positive,70,photo,public speaking,,,
8937,dfdf6d34-e60b-4d21-9973-4bf07769be78,scared,22-04-2021 08:38,negative,15,photo,public speaking,,,
8938,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,21-10-2020 18:40,positive,65,photo,public speaking,,,
8939,dfdf6d34-e60b-4d21-9973-4bf07769be78,dislike,22-02-2021 12:10,negative,10,photo,public speaking,,,
8940,dfdf6d34-e60b-4d21-9973-4bf07769be78,intrigued,11-06-2021 15:08,positive,45,photo,public speaking,,,
8941,dfdf6d34-e60b-4d21-9973-4bf07769be78,love,25-02-2021 00:32,positive,65,photo,public speaking,,,
8942,dfdf6d34-e60b-4d21-9973-4bf07769be78,disgust,28-01-2021 01:42,negative,0,photo,public speaking,,,
8943,dfdf6d34-e60b-4d21-9973-4bf07769be78,indifferent,03-05-2021 07:12,neutral,20,photo,public speaking,,,
8944,cebae43b-4f77-4689-86e0-66fb107d5eef,love,13-11-2020 06:50,positive,65,GIF,culture,,,
8945,cebae43b-4f77-4689-86e0-66fb107d5eef,adore,31-07-2020 07:24,positive,72,GIF,culture,,,
8946,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,12-07-2020 01:34,positive,75,GIF,culture,,,
8947,cebae43b-4f77-4689-86e0-66fb107d5eef,adore,29-09-2020 21:30,positive,72,GIF,culture,,,
8948,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,05-01-2021 22:15,positive,75,GIF,culture,,,
8949,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,17-02-2021 22:13,positive,75,GIF,culture,,,
8950,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,03-08-2020 17:03,positive,45,GIF,culture,,,
8951,cebae43b-4f77-4689-86e0-66fb107d5eef,want,14-12-2020 05:51,positive,70,GIF,culture,,,
8952,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,10-04-2021 19:00,positive,75,GIF,culture,,,
8953,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,13-12-2020 08:15,neutral,20,GIF,culture,,,
8954,cebae43b-4f77-4689-86e0-66fb107d5eef,disgust,06-03-2021 00:05,negative,0,GIF,culture,,,
8955,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,27-03-2021 15:15,neutral,20,GIF,culture,,,
8956,cebae43b-4f77-4689-86e0-66fb107d5eef,hate,07-05-2021 07:18,negative,5,GIF,culture,,,
8957,cebae43b-4f77-4689-86e0-66fb107d5eef,scared,25-04-2021 23:40,negative,15,GIF,culture,,,
8958,cebae43b-4f77-4689-86e0-66fb107d5eef,love,14-10-2020 05:53,positive,65,GIF,culture,,,
8959,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,22-06-2020 09:36,positive,75,GIF,culture,,,
8960,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,25-11-2020 12:48,positive,75,GIF,culture,,,
8961,cebae43b-4f77-4689-86e0-66fb107d5eef,hate,29-11-2020 13:33,negative,5,GIF,culture,,,
8962,cebae43b-4f77-4689-86e0-66fb107d5eef,like,29-03-2021 10:32,positive,50,GIF,culture,,,
8963,cebae43b-4f77-4689-86e0-66fb107d5eef,worried,17-05-2021 22:58,negative,12,GIF,culture,,,
8964,cebae43b-4f77-4689-86e0-66fb107d5eef,love,18-11-2020 11:39,positive,65,GIF,culture,,,
8965,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,16-08-2020 09:28,positive,45,GIF,culture,,,
8966,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,19-07-2020 01:21,neutral,20,GIF,culture,,,
8967,cebae43b-4f77-4689-86e0-66fb107d5eef,want,26-06-2020 08:36,positive,70,GIF,culture,,,
8968,cebae43b-4f77-4689-86e0-66fb107d5eef,adore,15-05-2021 15:48,positive,72,GIF,culture,,,
8969,cebae43b-4f77-4689-86e0-66fb107d5eef,heart,28-04-2021 22:30,positive,60,GIF,culture,,,
8970,cebae43b-4f77-4689-86e0-66fb107d5eef,dislike,08-06-2021 10:32,negative,10,GIF,culture,,,
8971,cebae43b-4f77-4689-86e0-66fb107d5eef,super love,16-10-2020 16:50,positive,75,GIF,culture,,,
8972,cebae43b-4f77-4689-86e0-66fb107d5eef,interested,09-12-2020 17:56,positive,30,GIF,culture,,,
8973,cebae43b-4f77-4689-86e0-66fb107d5eef,scared,10-12-2020 15:40,negative,15,GIF,culture,,,
8974,cebae43b-4f77-4689-86e0-66fb107d5eef,indifferent,11-08-2020 13:23,neutral,20,GIF,culture,,,
8975,cebae43b-4f77-4689-86e0-66fb107d5eef,love,18-10-2020 16:06,positive,65,GIF,culture,,,
8976,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,16-05-2021 23:02,positive,45,GIF,culture,,,
8977,cebae43b-4f77-4689-86e0-66fb107d5eef,intrigued,31-07-2020 08:30,positive,45,GIF,culture,,,
8978,cebae43b-4f77-4689-86e0-66fb107d5eef,want,08-08-2020 00:59,positive,70,GIF,culture,,,
8979,cebae43b-4f77-4689-86e0-66fb107d5eef,love,05-02-2021 16:08,positive,65,GIF,culture,,,
8980,cebae43b-4f77-4689-86e0-66fb107d5eef,interested,02-05-2021 21:46,positive,30,GIF,culture,,,
8981,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,06-02-2021 17:58,positive,30,photo,dogs,,,
8982,7e2e14e2-79eb-41d0-8d5f-eba20460f049,hate,06-05-2021 00:51,negative,5,photo,dogs,,,
8983,7e2e14e2-79eb-41d0-8d5f-eba20460f049,adore,22-06-2020 16:58,positive,72,photo,dogs,,,
8984,7e2e14e2-79eb-41d0-8d5f-eba20460f049,cherish,23-11-2020 19:13,positive,70,photo,dogs,,,
8985,7e2e14e2-79eb-41d0-8d5f-eba20460f049,cherish,15-05-2021 22:24,positive,70,photo,dogs,,,
8986,7e2e14e2-79eb-41d0-8d5f-eba20460f049,love,16-05-2021 04:22,positive,65,photo,dogs,,,
8987,7e2e14e2-79eb-41d0-8d5f-eba20460f049,intrigued,17-04-2021 21:18,positive,45,photo,dogs,,,
8988,7e2e14e2-79eb-41d0-8d5f-eba20460f049,like,06-11-2020 11:25,positive,50,photo,dogs,,,
8989,7e2e14e2-79eb-41d0-8d5f-eba20460f049,love,05-06-2021 16:01,positive,65,photo,dogs,,,
8990,7e2e14e2-79eb-41d0-8d5f-eba20460f049,cherish,06-05-2021 02:46,positive,70,photo,dogs,,,
8991,7e2e14e2-79eb-41d0-8d5f-eba20460f049,want,05-01-2021 08:36,positive,70,photo,dogs,,,
8992,7e2e14e2-79eb-41d0-8d5f-eba20460f049,super love,06-08-2020 05:40,positive,75,photo,dogs,,,
8993,7e2e14e2-79eb-41d0-8d5f-eba20460f049,heart,09-12-2020 05:00,positive,60,photo,dogs,,,
8994,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,29-05-2021 23:10,neutral,20,photo,dogs,,,
8995,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,27-03-2021 07:13,positive,30,photo,dogs,,,
8996,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,12-01-2021 20:52,positive,30,photo,dogs,,,
8997,7e2e14e2-79eb-41d0-8d5f-eba20460f049,want,08-11-2020 19:48,positive,70,photo,dogs,,,
8998,7e2e14e2-79eb-41d0-8d5f-eba20460f049,adore,28-09-2020 11:18,positive,72,photo,dogs,,,
8999,7e2e14e2-79eb-41d0-8d5f-eba20460f049,hate,30-03-2021 09:42,negative,5,photo,dogs,,,
9000,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,27-08-2020 16:21,neutral,20,photo,dogs,,,
9001,7e2e14e2-79eb-41d0-8d5f-eba20460f049,peeking,30-03-2021 10:22,neutral,35,photo,dogs,,,
9002,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,15-01-2021 14:05,positive,30,photo,dogs,,,
9003,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,23-01-2021 05:30,neutral,20,photo,dogs,,,
9004,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,28-06-2020 15:18,neutral,20,photo,dogs,,,
9005,7e2e14e2-79eb-41d0-8d5f-eba20460f049,scared,02-05-2021 17:09,negative,15,photo,dogs,,,
9006,7e2e14e2-79eb-41d0-8d5f-eba20460f049,dislike,16-02-2021 16:44,negative,10,photo,dogs,,,
9007,7e2e14e2-79eb-41d0-8d5f-eba20460f049,indifferent,17-10-2020 21:15,neutral,20,photo,dogs,,,
9008,7e2e14e2-79eb-41d0-8d5f-eba20460f049,interested,05-04-2021 02:04,positive,30,photo,dogs,,,
9009,7e2e14e2-79eb-41d0-8d5f-eba20460f049,peeking,06-04-2021 03:46,neutral,35,photo,dogs,,,
9010,7e2e14e2-79eb-41d0-8d5f-eba20460f049,like,02-06-2021 11:52,positive,50,photo,dogs,,,
9011,7e2e14e2-79eb-41d0-8d5f-eba20460f049,dislike,27-02-2021 16:46,negative,10,photo,dogs,,,
9012,7e2e14e2-79eb-41d0-8d5f-eba20460f049,want,04-01-2021 04:50,positive,70,photo,dogs,,,
9013,34cb120b-853b-4788-8978-a3544449136b,hate,03-01-2021 18:20,negative,5,photo,food,,,
9014,34cb120b-853b-4788-8978-a3544449136b,love,29-04-2021 11:32,positive,65,photo,food,,,
9015,34cb120b-853b-4788-8978-a3544449136b,interested,07-09-2020 05:13,positive,30,photo,food,,,
9016,34cb120b-853b-4788-8978-a3544449136b,intrigued,15-03-2021 17:19,positive,45,photo,food,,,
